binName, varBitrate, varBitrateSpatial, varMV, varMVSpatial, varMvdBits, varMvdBitsSpatial
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,12.113,15.470,7.909,18.489,0.257,0.170
test/1.bin,10.781,13.921,8.301,18.699,0.244,0.156
test/1.bin,9.610,12.569,7.930,19.735,0.239,0.147
test/1.bin,8.571,11.364,8.505,20.106,0.230,0.141
test/1.bin,7.598,10.229,8.830,20.948,0.224,0.141
test/1.bin,6.705,9.223,8.852,21.891,0.215,0.138
test/1.bin,5.924,8.324,8.791,23.547,0.209,0.136
test/1.bin,5.215,7.479,8.560,24.017,0.202,0.137
test/1.bin,4.564,6.725,8.488,26.046,0.194,0.135
test/1.bin,4.047,6.017,8.363,26.752,0.184,0.132
test/1.bin,3.511,5.402,8.929,27.304,0.174,0.129
test/1.bin,3.188,4.832,9.619,27.634,0.157,0.125
test/1.bin,2.741,4.331,9.919,27.819,0.146,0.119
test/1.bin,2.378,3.871,9.051,27.437,0.136,0.113
test/1.bin,2.067,3.479,9.234,29.071,0.120,0.108
test/1.bin,1.802,3.095,9.650,30.881,0.107,0.099
test/1.bin,1.558,2.766,9.165,31.102,0.094,0.091
test/1.bin,1.341,2.465,10.226,30.204,0.084,0.085
test/1.bin,1.166,2.195,11.368,32.064,0.074,0.077
test/1.bin,1.004,1.951,11.159,31.515,0.067,0.073
test/1.bin,0.873,1.739,11.349,33.951,0.061,0.067
test/1.bin,0.757,1.551,12.326,34.758,0.055,0.062
test/1.bin,0.660,1.389,11.544,32.817,0.050,0.057
test/1.bin,0.567,1.224,10.989,36.008,0.045,0.052
test/1.bin,0.497,1.081,12.658,36.546,0.040,0.048
test/1.bin,0.432,0.969,11.998,34.618,0.036,0.043
test/1.bin,0.373,0.862,12.479,36.777,0.032,0.039
test/1.bin,0.320,0.772,12.231,36.618,0.028,0.036
test/1.bin,0.278,0.685,11.665,34.106,0.025,0.033
test/1.bin,0.242,0.607,13.522,35.370,0.022,0.030
test/1.bin,0.210,0.547,12.859,34.645,0.019,0.027
test/1.bin,0.180,0.482,13.105,32.642,0.017,0.024
test/1.bin,0.153,0.423,13.343,32.736,0.015,0.022
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,6.544,8.123,10.403,14.749,0.190,0.093
test/1.bin,5.699,7.306,10.829,15.361,0.176,0.088
test/1.bin,4.968,6.583,11.412,14.565,0.165,0.084
test/1.bin,4.331,5.944,10.959,17.036,0.153,0.080
test/1.bin,3.771,5.347,11.433,16.223,0.142,0.077
test/1.bin,3.298,4.854,12.366,16.731,0.131,0.072
test/1.bin,2.849,4.381,12.497,19.125,0.121,0.069
test/1.bin,2.467,3.967,12.697,19.068,0.115,0.065
test/1.bin,2.156,3.574,12.699,20.779,0.103,0.060
test/1.bin,1.866,3.214,13.350,22.060,0.100,0.058
test/1.bin,1.613,2.912,14.412,25.097,0.092,0.054
test/1.bin,1.413,2.631,14.373,25.589,0.084,0.051
test/1.bin,1.227,2.382,14.869,26.494,0.077,0.049
test/1.bin,1.058,2.147,15.555,27.214,0.070,0.045
test/1.bin,0.914,1.940,15.386,30.075,0.064,0.041
test/1.bin,0.792,1.732,15.974,29.962,0.057,0.040
test/1.bin,0.694,1.586,16.143,32.264,0.050,0.037
test/1.bin,0.595,1.408,17.215,31.001,0.046,0.035
test/1.bin,0.516,1.271,17.365,33.044,0.041,0.031
test/1.bin,0.455,1.144,18.293,33.644,0.035,0.028
test/1.bin,0.389,1.022,17.936,35.442,0.032,0.026
test/1.bin,0.337,0.919,18.749,34.797,0.029,0.024
test/1.bin,0.298,0.828,19.650,36.140,0.026,0.021
test/1.bin,0.258,0.743,20.001,35.320,0.023,0.020
test/1.bin,0.221,0.672,19.960,34.877,0.021,0.019
test/1.bin,0.195,0.595,19.719,32.459,0.018,0.016
test/1.bin,0.169,0.541,21.273,35.588,0.017,0.015
test/1.bin,0.151,0.482,20.009,30.386,0.015,0.014
test/1.bin,0.128,0.429,21.402,33.769,0.014,0.012
test/1.bin,0.113,0.387,20.968,29.518,0.012,0.010
test/1.bin,0.096,0.339,21.848,37.572,0.011,0.009
test/1.bin,0.085,0.302,20.466,32.167,0.009,0.008
test/1.bin,0.074,0.269,21.064,31.236,0.008,0.007
test/1.bin,11.034,26.301,8.818,22.044,0.197,0.270
test/1.bin,9.682,24.451,9.334,25.361,0.189,0.263
test/1.bin,8.518,22.678,8.443,26.291,0.179,0.254
test/1.bin,7.504,20.984,10.120,29.286,0.173,0.249
test/1.bin,6.616,19.380,11.561,33.126,0.165,0.246
test/1.bin,5.852,17.874,11.251,34.212,0.159,0.241
test/1.bin,5.170,16.464,12.862,38.918,0.151,0.234
test/1.bin,4.572,15.100,13.509,42.753,0.144,0.229
test/1.bin,4.036,13.851,13.295,47.771,0.137,0.226
test/1.bin,3.582,12.671,13.251,49.646,0.133,0.227
test/1.bin,3.147,11.579,13.932,49.777,0.123,0.217
test/1.bin,2.796,10.559,14.787,52.297,0.113,0.210
test/1.bin,2.454,9.615,14.446,53.514,0.106,0.202
test/1.bin,2.165,8.715,13.643,54.366,0.098,0.193
test/1.bin,1.895,7.899,14.877,54.641,0.087,0.182
test/1.bin,1.656,7.138,14.600,58.136,0.078,0.168
test/1.bin,1.449,6.422,15.688,58.592,0.070,0.155
test/1.bin,1.259,5.766,16.101,61.606,0.062,0.144
test/1.bin,1.098,5.160,16.884,63.231,0.057,0.130
test/1.bin,0.959,4.598,17.086,66.223,0.051,0.121
test/1.bin,0.837,4.064,17.157,66.727,0.046,0.111
test/1.bin,0.730,3.595,19.658,61.062,0.041,0.101
test/1.bin,0.641,3.172,18.547,60.868,0.037,0.092
test/1.bin,0.556,2.793,19.550,57.318,0.034,0.084
test/1.bin,0.490,2.454,19.670,58.443,0.030,0.073
test/1.bin,0.421,2.141,18.634,58.692,0.026,0.064
test/1.bin,0.365,1.869,17.882,57.314,0.023,0.057
test/1.bin,0.321,1.634,17.985,53.263,0.020,0.049
test/1.bin,0.279,1.421,18.377,51.130,0.018,0.044
test/1.bin,0.243,1.243,17.527,50.840,0.016,0.038
test/1.bin,0.212,1.088,17.499,52.263,0.014,0.034
test/1.bin,0.186,0.950,16.286,50.607,0.012,0.030
test/1.bin,0.162,0.819,16.461,48.108,0.010,0.026
test/1.bin,14.748,30.413,7.532,16.212,0.264,0.297
test/1.bin,12.968,28.367,7.390,16.307,0.253,0.286
test/1.bin,11.406,26.357,7.338,17.092,0.242,0.278
test/1.bin,10.084,24.430,8.133,17.244,0.231,0.273
test/1.bin,8.887,22.588,7.443,16.699,0.222,0.265
test/1.bin,7.834,20.858,8.176,17.666,0.212,0.259
test/1.bin,6.905,19.175,8.393,18.174,0.203,0.254
test/1.bin,6.112,17.587,7.537,16.965,0.196,0.249
test/1.bin,5.391,16.146,7.916,17.889,0.185,0.242
test/1.bin,4.785,14.753,8.008,18.147,0.176,0.238
test/1.bin,4.205,13.445,7.827,18.226,0.163,0.227
test/1.bin,3.733,12.246,8.067,18.906,0.150,0.222
test/1.bin,3.278,11.126,7.461,17.759,0.139,0.207
test/1.bin,2.884,10.055,7.455,17.969,0.126,0.197
test/1.bin,2.512,9.070,7.261,17.704,0.112,0.180
test/1.bin,2.206,8.175,7.430,18.210,0.099,0.165
test/1.bin,1.906,7.334,7.567,18.000,0.088,0.150
test/1.bin,1.666,6.537,7.049,18.128,0.078,0.136
test/1.bin,1.429,5.810,7.041,18.542,0.069,0.124
test/1.bin,1.246,5.156,8.987,20.878,0.062,0.113
test/1.bin,1.088,4.554,7.050,19.743,0.055,0.102
test/1.bin,0.937,4.028,7.291,18.002,0.048,0.090
test/1.bin,0.820,3.532,6.806,19.735,0.044,0.079
test/1.bin,0.711,3.093,7.560,18.413,0.038,0.069
test/1.bin,0.611,2.704,6.774,19.420,0.034,0.062
test/1.bin,0.526,2.354,7.394,18.749,0.030,0.056
test/1.bin,0.465,2.057,7.563,18.620,0.026,0.045
test/1.bin,0.402,1.792,7.270,19.306,0.024,0.041
test/1.bin,0.342,1.559,7.681,18.926,0.021,0.037
test/1.bin,0.301,1.357,7.282,19.343,0.018,0.032
test/1.bin,0.255,1.169,8.444,17.751,0.015,0.027
test/1.bin,0.224,1.019,7.495,18.313,0.013,0.024
test/1.bin,0.191,0.874,8.449,18.300,0.011,0.021
test/1.bin,11.011,22.943,6.999,21.905,0.199,0.201
test/1.bin,9.662,21.354,5.904,23.456,0.187,0.197
test/1.bin,8.481,19.844,5.313,23.945,0.177,0.190
test/1.bin,7.415,18.457,5.851,23.893,0.167,0.182
test/1.bin,6.491,17.128,7.295,26.099,0.157,0.178
test/1.bin,5.653,15.872,7.762,26.641,0.149,0.175
test/1.bin,4.970,14.734,6.973,28.579,0.141,0.169
test/1.bin,4.345,13.608,7.502,29.996,0.132,0.163
test/1.bin,3.804,12.491,9.198,30.405,0.125,0.159
test/1.bin,3.353,11.497,8.040,31.049,0.118,0.153
test/1.bin,2.920,10.562,8.447,31.981,0.107,0.148
test/1.bin,2.572,9.665,8.140,33.121,0.097,0.140
test/1.bin,2.236,8.852,9.426,33.161,0.089,0.135
test/1.bin,1.963,8.073,10.407,34.545,0.081,0.126
test/1.bin,1.709,7.297,10.425,35.783,0.073,0.115
test/1.bin,1.486,6.591,10.670,35.659,0.064,0.107
test/1.bin,1.304,5.939,10.967,36.839,0.057,0.096
test/1.bin,1.123,5.296,11.667,37.787,0.050,0.089
test/1.bin,0.979,4.736,12.617,40.589,0.044,0.080
test/1.bin,0.849,4.178,12.898,42.587,0.039,0.074
test/1.bin,0.741,3.655,12.944,40.273,0.034,0.066
test/1.bin,0.648,3.184,15.782,44.273,0.031,0.059
test/1.bin,0.558,2.746,13.277,46.189,0.028,0.054
test/1.bin,0.483,2.368,15.055,42.606,0.025,0.048
test/1.bin,0.419,2.040,13.427,44.302,0.022,0.042
test/1.bin,0.364,1.741,13.353,39.966,0.019,0.037
test/1.bin,0.311,1.478,13.463,38.199,0.017,0.032
test/1.bin,0.270,1.265,14.289,39.543,0.015,0.028
test/1.bin,0.234,1.072,13.731,36.915,0.013,0.025
test/1.bin,0.196,0.909,15.021,38.361,0.011,0.022
test/1.bin,0.169,0.778,14.392,37.471,0.010,0.019
test/1.bin,0.145,0.662,15.702,38.558,0.008,0.017
test/1.bin,0.125,0.547,15.927,38.622,0.007,0.015
test/1.bin,28.918,36.979,7.338,15.933,0.512,0.528
test/1.bin,26.179,34.873,7.453,16.788,0.499,0.522
test/1.bin,23.597,32.675,7.715,16.861,0.486,0.510
test/1.bin,21.277,30.526,7.536,17.318,0.472,0.503
test/1.bin,19.067,28.466,7.331,17.316,0.460,0.494
test/1.bin,16.971,26.472,8.353,19.019,0.444,0.485
test/1.bin,15.133,24.504,7.707,18.053,0.428,0.472
test/1.bin,13.409,22.602,8.553,19.215,0.413,0.461
test/1.bin,11.796,20.744,8.783,20.706,0.394,0.450
test/1.bin,10.499,19.001,8.657,20.375,0.379,0.441
test/1.bin,9.100,17.372,8.401,22.037,0.353,0.427
test/1.bin,7.853,15.797,8.558,21.846,0.319,0.412
test/1.bin,6.705,14.374,8.554,23.045,0.294,0.395
test/1.bin,5.740,12.990,8.217,21.691,0.268,0.375
test/1.bin,4.816,11.724,8.462,22.100,0.235,0.349
test/1.bin,4.017,10.494,9.559,23.246,0.209,0.324
test/1.bin,3.343,9.398,9.314,22.271,0.183,0.302
test/1.bin,2.765,8.357,9.375,22.214,0.159,0.279
test/1.bin,2.304,7.418,9.282,22.511,0.137,0.256
test/1.bin,1.935,6.564,8.535,22.067,0.118,0.236
test/1.bin,1.604,5.739,10.506,22.520,0.103,0.213
test/1.bin,1.329,4.994,9.591,21.955,0.089,0.194
test/1.bin,1.105,4.314,8.507,19.982,0.077,0.171
test/1.bin,0.923,3.719,9.345,21.907,0.069,0.154
test/1.bin,0.768,3.189,8.940,20.274,0.060,0.135
test/1.bin,0.635,2.716,8.902,20.725,0.053,0.119
test/1.bin,0.526,2.315,8.246,19.772,0.047,0.100
test/1.bin,0.438,1.962,8.288,19.964,0.043,0.088
test/1.bin,0.367,1.652,8.254,18.516,0.037,0.076
test/1.bin,0.304,1.387,8.531,18.289,0.033,0.066
test/1.bin,0.255,1.167,9.007,18.178,0.029,0.058
test/1.bin,0.216,0.978,8.076,16.398,0.024,0.047
test/1.bin,0.179,0.814,8.380,15.781,0.021,0.041
test/1.bin,3.400,15.120,1.349,2.776,0.059,0.089
test/1.bin,3.169,14.864,1.303,2.685,0.057,0.083
test/1.bin,2.941,13.821,1.267,2.541,0.056,0.079
test/1.bin,2.719,12.788,1.320,2.791,0.055,0.076
test/1.bin,2.505,11.681,1.353,2.763,0.052,0.073
test/1.bin,2.301,10.612,1.325,2.748,0.051,0.070
test/1.bin,2.127,9.692,1.347,2.767,0.050,0.070
test/1.bin,1.957,8.808,1.335,2.792,0.050,0.067
test/1.bin,1.777,8.003,1.350,2.677,0.047,0.064
test/1.bin,1.642,7.245,1.333,2.725,0.046,0.061
test/1.bin,1.500,6.575,1.289,2.615,0.044,0.059
test/1.bin,1.366,5.961,1.304,2.615,0.043,0.056
test/1.bin,1.241,5.387,1.245,2.518,0.041,0.052
test/1.bin,1.130,4.852,1.284,2.662,0.039,0.049
test/1.bin,1.020,4.393,1.278,2.701,0.038,0.046
test/1.bin,0.921,3.954,1.315,2.683,0.036,0.043
test/1.bin,0.824,3.582,1.294,2.689,0.033,0.041
test/1.bin,0.746,3.240,1.272,2.574,0.031,0.036
test/1.bin,0.667,2.915,1.265,2.707,0.031,0.036
test/1.bin,0.602,2.632,1.265,2.632,0.028,0.033
test/1.bin,0.544,2.361,1.295,2.783,0.027,0.030
test/1.bin,0.482,2.100,1.295,2.738,0.026,0.029
test/1.bin,0.438,1.887,1.287,2.793,0.024,0.027
test/1.bin,0.397,1.713,1.260,2.632,0.023,0.025
test/1.bin,0.356,1.503,1.334,2.848,0.021,0.023
test/1.bin,0.317,1.354,1.303,2.816,0.020,0.022
test/1.bin,0.284,1.201,1.358,2.875,0.018,0.020
test/1.bin,0.255,1.070,1.348,2.919,0.017,0.018
test/1.bin,0.228,0.958,1.341,2.853,0.015,0.016
test/1.bin,0.203,0.849,1.355,2.913,0.014,0.015
test/1.bin,0.183,0.755,1.382,2.902,0.012,0.012
test/1.bin,0.161,0.673,1.388,3.065,0.011,0.011
test/1.bin,0.141,0.597,1.395,3.152,0.009,0.011
test/1.bin,3.523,28.117,1.357,3.570,0.041,0.145
test/1.bin,3.200,25.971,1.236,3.449,0.038,0.135
test/1.bin,2.928,24.013,1.097,3.137,0.036,0.126
test/1.bin,2.651,22.147,1.120,3.281,0.035,0.119
test/1.bin,2.393,20.319,1.168,3.757,0.032,0.108
test/1.bin,2.218,18.802,1.267,3.567,0.031,0.100
test/1.bin,2.048,17.282,1.303,3.943,0.029,0.096
test/1.bin,1.885,15.850,1.293,3.937,0.029,0.091
test/1.bin,1.770,14.576,1.239,4.268,0.027,0.085
test/1.bin,1.666,13.416,1.234,3.853,0.028,0.087
test/1.bin,1.543,12.220,1.342,4.656,0.027,0.084
test/1.bin,1.438,11.173,1.402,4.775,0.027,0.083
test/1.bin,1.320,10.180,1.141,4.069,0.025,0.075
test/1.bin,1.211,9.262,1.766,6.501,0.025,0.072
test/1.bin,1.132,8.458,1.307,5.151,0.024,0.073
test/1.bin,1.029,7.657,1.593,6.073,0.023,0.067
test/1.bin,0.938,6.912,1.399,5.379,0.022,0.063
test/1.bin,0.859,6.219,1.472,5.591,0.021,0.059
test/1.bin,0.783,5.577,1.564,6.200,0.021,0.056
test/1.bin,0.707,4.998,1.576,6.686,0.019,0.051
test/1.bin,0.642,4.465,1.840,7.756,0.020,0.049
test/1.bin,0.584,3.980,1.941,7.439,0.019,0.044
test/1.bin,0.521,3.546,2.291,10.218,0.020,0.040
test/1.bin,0.465,3.131,1.704,7.265,0.020,0.040
test/1.bin,0.416,2.759,1.810,8.290,0.018,0.035
test/1.bin,0.370,2.434,1.875,9.231,0.019,0.030
test/1.bin,0.332,2.149,2.001,8.306,0.019,0.032
test/1.bin,0.293,1.875,1.806,8.273,0.016,0.028
test/1.bin,0.259,1.662,2.366,10.030,0.016,0.026
test/1.bin,0.231,1.476,2.099,8.137,0.015,0.024
test/1.bin,0.200,1.292,1.933,8.936,0.013,0.022
test/1.bin,0.177,1.144,1.987,8.559,0.013,0.018
test/1.bin,0.158,1.000,1.543,5.517,0.011,0.016
test/1.bin,1.529,19.335,0.094,0.152,0.012,0.034
test/1.bin,1.418,18.259,0.098,0.161,0.009,0.026
test/1.bin,1.320,17.089,0.111,0.166,0.009,0.021
test/1.bin,1.230,15.882,0.076,0.108,0.007,0.017
test/1.bin,1.141,14.737,0.056,0.082,0.006,0.014
test/1.bin,1.063,13.643,0.059,0.085,0.005,0.012
test/1.bin,0.992,12.625,0.097,0.117,0.005,0.012
test/1.bin,0.929,11.640,0.064,0.086,0.005,0.011
test/1.bin,0.866,10.759,0.061,0.078,0.005,0.008
test/1.bin,0.810,9.935,0.070,0.070,0.004,0.008
test/1.bin,0.752,9.160,0.046,0.055,0.005,0.007
test/1.bin,0.701,8.437,0.079,0.111,0.004,0.008
test/1.bin,0.652,7.778,0.108,0.064,0.004,0.007
test/1.bin,0.602,7.118,0.068,0.082,0.003,0.006
test/1.bin,0.560,6.530,0.046,0.068,0.003,0.006
test/1.bin,0.517,5.952,0.015,0.035,0.004,0.005
test/1.bin,0.482,5.449,0.020,0.025,0.003,0.005
test/1.bin,0.443,4.946,0.023,0.060,0.003,0.003
test/1.bin,0.407,4.464,0.011,0.013,0.002,0.002
test/1.bin,0.375,4.018,0.010,0.048,0.003,0.001
test/1.bin,0.345,3.613,0.027,0.067,0.003,0.002
test/1.bin,0.315,3.207,0.007,0.006,0.004,0.001
test/1.bin,0.289,2.863,0.004,0.003,0.004,0.001
test/1.bin,0.262,2.542,0.008,0.009,0.005,0.002
test/1.bin,0.238,2.250,0.016,0.015,0.006,0.002
test/1.bin,0.215,1.989,0.012,0.024,0.006,0.003
test/1.bin,0.195,1.744,0.018,0.055,0.005,0.003
test/1.bin,0.175,1.516,0.033,0.067,0.005,0.004
test/1.bin,0.159,1.338,0.028,0.023,0.006,0.004
test/1.bin,0.145,1.177,0.025,0.031,0.004,0.005
test/1.bin,0.129,1.022,0.031,0.038,0.005,0.006
test/1.bin,0.116,0.902,0.037,0.046,0.005,0.007
test/1.bin,0.105,0.785,0.036,0.092,0.005,0.006
test/1.bin,4.068,29.059,1.333,3.309,0.041,0.156
test/1.bin,3.616,26.807,1.356,3.247,0.038,0.143
test/1.bin,3.288,24.656,1.064,2.734,0.036,0.134
test/1.bin,2.994,22.688,1.350,3.270,0.034,0.127
test/1.bin,2.689,20.827,1.552,3.755,0.032,0.118
